antibiotic,auroc,f1,split,order_name,hamming_loss,jaccard_score,jaccard_score_zd1,exact_match_ratio,restricted_jaccard,all_zero_frac,chain_baseline_agreement,seed
Ciprofloxacin,0.6106216122707877,0.22099447513812154,random_seed5,option_a,0.15720053835800807,0.03263795423956932,0.6988559892328399,0.676985195154778,0.09897959183673469,0.9421265141318977,0.9232839838492598,5
Cotrimoxazole,0.6605631210894369,0.23696682464454977,random_seed5,option_a,0.15720053835800807,0.03263795423956932,0.6988559892328399,0.676985195154778,0.09897959183673469,0.9421265141318977,0.9232839838492598,5
Cotrimoxazole,0.6763894000736105,0.22857142857142856,random_seed5,reverse_order,0.16527590847913862,0.023844773441004934,0.6860251233737102,0.6702557200538358,0.07231292517006802,0.9448183041722745,0.9327052489905787,5
Ciprofloxacin,0.6664744550801521,0.15028901734104047,random_seed5,reverse_order,0.16527590847913862,0.023844773441004934,0.6860251233737102,0.6702557200538358,0.07231292517006802,0.9448183041722745,0.9327052489905787,5
Tobramycin,0.7021931296855768,0.0970873786407767,random_seed5,reverse_order,0.16527590847913862,0.023844773441004934,0.6860251233737102,0.6702557200538358,0.07231292517006802,0.9448183041722745,0.9327052489905787,5
Piperacillin-Tazobactam,0.6556500970294074,0.11290322580645161,random_seed5,reverse_order,0.16527590847913862,0.023844773441004934,0.6860251233737102,0.6702557200538358,0.07231292517006802,0.9448183041722745,0.9327052489905787,5
Ceftriaxone,0.7692038353803059,0.2916666666666667,random_seed5,reverse_order,0.16527590847913862,0.023844773441004934,0.6860251233737102,0.6702557200538358,0.07231292517006802,0.9448183041722745,0.9327052489905787,5
Ceftriaxone,0.8219423377874082,0.5540540540540541,random_seed6,option_a,0.12462987886944818,0.039434724091520865,0.7473755047106325,0.730820995962315,0.1375586854460094,0.9367429340511441,0.9138627187079408,6
Piperacillin-Tazobactam,0.7309156481667001,0.3582089552238806,random_seed6,option_a,0.12462987886944818,0.039434724091520865,0.7473755047106325,0.730820995962315,0.1375586854460094,0.9367429340511441,0.9138627187079408,6
Tobramycin,0.6776732774483746,0.3486238532110092,random_seed6,option_a,0.12462987886944818,0.039434724091520865,0.7473755047106325,0.730820995962315,0.1375586854460094,0.9367429340511441,0.9138627187079408,6
Ciprofloxacin,0.7124654750117254,0.345679012345679,random_seed6,option_a,0.12462987886944818,0.039434724091520865,0.7473755047106325,0.730820995962315,0.1375586854460094,0.9367429340511441,0.9138627187079408,6
Cotrimoxazole,0.6494429986759804,0.29473684210526313,random_seed6,option_a,0.12462987886944818,0.039434724091520865,0.7473755047106325,0.730820995962315,0.1375586854460094,0.9367429340511441,0.9138627187079408,6
Cotrimoxazole,0.7001095740309546,0.17341040462427745,random_seed6,reverse_order,0.1405114401076716,0.02332884701659937,0.7272319425751459,0.721399730820996,0.08137715179968702,0.9596231493943472,0.9313593539703903,6
Ciprofloxacin,0.6509067695033612,0.12857142857142856,random_seed6,reverse_order,0.1405114401076716,0.02332884701659937,0.7272319425751459,0.721399730820996,0.08137715179968702,0.9596231493943472,0.9313593539703903,6
Tobramycin,0.7186260478429769,0.13953488372093023,random_seed6,reverse_order,0.1405114401076716,0.02332884701659937,0.7272319425751459,0.721399730820996,0.08137715179968702,0.9596231493943472,0.9313593539703903,6
Piperacillin-Tazobactam,0.6926300674547519,0.1523809523809524,random_seed6,reverse_order,0.1405114401076716,0.02332884701659937,0.7272319425751459,0.721399730820996,0.08137715179968702,0.9596231493943472,0.9313593539703903,6
Ceftriaxone,0.747772962561695,0.22950819672131148,random_seed6,reverse_order,0.1405114401076716,0.02332884701659937,0.7272319425751459,0.721399730820996,0.08137715179968702,0.9596231493943472,0.9313593539703903,6
Ceftriaxone,0.8060600717098688,0.45714285714285713,random_seed7,option_a,0.13728129205921938,0.034634365186182146,0.7277703005832212,0.7092866756393001,0.11336270190895742,0.9475100942126514,0.9205921938088829,7
Piperacillin-Tazobactam,0.699046298392574,0.2695035460992908,random_seed7,option_a,0.13728129205921938,0.034634365186182146,0.7277703005832212,0.7092866756393001,0.11336270190895742,0.9475100942126514,0.9205921938088829,7
Tobramycin,0.7032934131736528,0.39603960396039606,random_seed7,option_a,0.13728129205921938,0.034634365186182146,0.7277703005832212,0.7092866756393001,0.11336270190895742,0.9475100942126514,0.9205921938088829,7
Ciprofloxacin,0.7167479559859571,0.2603550295857988,random_seed7,option_a,0.13728129205921938,0.034634365186182146,0.7277703005832212,0.7092866756393001,0.11336270190895742,0.9475100942126514,0.9205921938088829,7
Cotrimoxazole,0.6823329927610269,0.24083769633507854,random_seed7,option_a,0.13728129205921938,0.034634365186182146,0.7277703005832212,0.7092866756393001,0.11336270190895742,0.9475100942126514,0.9205921938088829,7
Cotrimoxazole,0.7269298493511009,0.17582417582417584,random_seed7,reverse_order,0.1531628532974428,0.016733961417676087,0.7031404217137731,0.6944818304172274,0.05477239353891336,0.9636608344549125,0.9380888290713324,7
Ciprofloxacin,0.6950118988713743,0.1032258064516129,random_seed7,reverse_order,0.1531628532974428,0.016733961417676087,0.7031404217137731,0.6944818304172274,0.05477239353891336,0.9636608344549125,0.9380888290713324,7
Tobramycin,0.6553093812375249,0.11764705882352941,random_seed7,reverse_order,0.1531628532974428,0.016733961417676087,0.7031404217137731,0.6944818304172274,0.05477239353891336,0.9636608344549125,0.9380888290713324,7
Piperacillin-Tazobactam,0.6930609010640707,0.12903225806451613,random_seed7,reverse_order,0.1531628532974428,0.016733961417676087,0.7031404217137731,0.6944818304172274,0.05477239353891336,0.9636608344549125,0.9380888290713324,7
Ceftriaxone,0.7277816963498502,0.21138211382113822,random_seed7,reverse_order,0.1531628532974428,0.016733961417676087,0.7031404217137731,0.6944818304172274,0.05477239353891336,0.9636608344549125,0.9380888290713324,7
Ceftriaxone,0.831925894011202,0.5584415584415584,random_seed8,option_a,0.1259757738896366,0.04490803050695379,0.7461193360251236,0.7254374158815612,0.15098039215686274,0.9340511440107672,0.9098250336473755,8
Piperacillin-Tazobactam,0.7134709931170109,0.36,random_seed8,option_a,0.1259757738896366,0.04490803050695379,0.7461193360251236,0.7254374158815612,0.15098039215686274,0.9340511440107672,0.9098250336473755,8
Tobramycin,0.7141402714932126,0.3302752293577982,random_seed8,option_a,0.1259757738896366,0.04490803050695379,0.7461193360251236,0.7254374158815612,0.15098039215686274,0.9340511440107672,0.9098250336473755,8
Ciprofloxacin,0.7137161737800716,0.34210526315789475,random_seed8,option_a,0.1259757738896366,0.04490803050695379,0.7461193360251236,0.7254374158815612,0.15098039215686274,0.9340511440107672,0.9098250336473755,8
Cotrimoxazole,0.7174467513871489,0.32124352331606215,random_seed8,option_a,0.1259757738896366,0.04490803050695379,0.7461193360251236,0.7254374158815612,0.15098039215686274,0.9340511440107672,0.9098250336473755,8
Cotrimoxazole,0.7438473241453374,0.25842696629213485,random_seed8,reverse_order,0.13808882907133244,0.0288021534320323,0.7273216689098252,0.7146702557200538,0.09683257918552035,0.9515477792732167,0.9205921938088829,8
Ciprofloxacin,0.6886485896070561,0.2028985507246377,random_seed8,reverse_order,0.13808882907133244,0.0288021534320323,0.7273216689098252,0.7146702557200538,0.09683257918552035,0.9515477792732167,0.9205921938088829,8
Tobramycin,0.667684766214178,0.16842105263157894,random_seed8,reverse_order,0.13808882907133244,0.0288021534320323,0.7273216689098252,0.7146702557200538,0.09683257918552035,0.9515477792732167,0.9205921938088829,8
Piperacillin-Tazobactam,0.6802640820339935,0.1984732824427481,random_seed8,reverse_order,0.13808882907133244,0.0288021534320323,0.7273216689098252,0.7146702557200538,0.09683257918552035,0.9515477792732167,0.9205921938088829,8
Ceftriaxone,0.7587246876346402,0.36496350364963503,random_seed8,reverse_order,0.13808882907133244,0.0288021534320323,0.7273216689098252,0.7146702557200538,0.09683257918552035,0.9515477792732167,0.9205921938088829,8
Ceftriaxone,0.7966312621190634,0.4225352112676056,random_seed9,option_a,0.14078061911170928,0.030865859129654553,0.7186182144459398,0.7039030955585465,0.10014556040756914,0.9528936742934051,0.9340511440107672,9
Piperacillin-Tazobactam,0.697193567961165,0.2595419847328244,random_seed9,option_a,0.14078061911170928,0.030865859129654553,0.7186182144459398,0.7039030955585465,0.10014556040756914,0.9528936742934051,0.9340511440107672,9
Tobramycin,0.6852135815991237,0.24528301886792453,random_seed9,option_a,0.14078061911170928,0.030865859129654553,0.7186182144459398,0.7039030955585465,0.10014556040756914,0.9528936742934051,0.9340511440107672,9
Ciprofloxacin,0.6408719947062717,0.24691358024691357,random_seed9,option_a,0.14078061911170928,0.030865859129654553,0.7186182144459398,0.7039030955585465,0.10014556040756914,0.9528936742934051,0.9340511440107672,9
Cotrimoxazole,0.6917915912811234,0.24468085106382978,random_seed9,option_a,0.14078061911170928,0.030865859129654553,0.7186182144459398,0.7039030955585465,0.10014556040756914,0.9528936742934051,0.9340511440107672,9
Cotrimoxazole,0.6621866115275266,0.1787709497206704,random_seed9,reverse_order,0.14454912516823687,0.0218259309107223,0.7109241812471959,0.6998654104979811,0.0708151382823872,0.9609690444145357,0.9448183041722745,9
Ciprofloxacin,0.6463127711197706,0.16,random_seed9,reverse_order,0.14454912516823687,0.0218259309107223,0.7109241812471959,0.6998654104979811,0.0708151382823872,0.9609690444145357,0.9448183041722745,9
Tobramycin,0.6663745892661556,0.16666666666666666,random_seed9,reverse_order,0.14454912516823687,0.0218259309107223,0.7109241812471959,0.6998654104979811,0.0708151382823872,0.9609690444145357,0.9448183041722745,9
Piperacillin-Tazobactam,0.7127578883495145,0.1724137931034483,random_seed9,reverse_order,0.14454912516823687,0.0218259309107223,0.7109241812471959,0.6998654104979811,0.0708151382823872,0.9609690444145357,0.9448183041722745,9
Ceftriaxone,0.7508175845802101,0.3333333333333333,random_seed9,reverse_order,0.14454912516823687,0.0218259309107223,0.7109241812471959,0.6998654104979811,0.0708151382823872,0.9609690444145357,0.9448183041722745,9
