antibiotic,auroc,f1,split,order_name,hamming_loss,jaccard_score,jaccard_score_zd1,exact_match_ratio,restricted_jaccard,all_zero_frac,chain_baseline_agreement,seed
Cefepime,0.5877708233028406,0.0,random_seed3,option_a,0.08701854493580599,0.0,0.7717546362339515,0.7717546362339515,0.0,1.0,0.9957203994293866,3
Ceftazidime,0.5324144971924452,0.0,random_seed3,option_a,0.08701854493580599,0.0,0.7717546362339515,0.7717546362339515,0.0,1.0,0.9957203994293866,3
Meropenem,0.5610433636235227,0.0,random_seed3,option_a,0.08701854493580599,0.0,0.7717546362339515,0.7717546362339515,0.0,1.0,0.9957203994293866,3
Ciprofloxacin,0.6288259835458339,0.0,random_seed3,option_a,0.08701854493580599,0.0,0.7717546362339515,0.7717546362339515,0.0,1.0,0.9957203994293866,3
Ciprofloxacin,0.6471127227356027,0.047058823529411764,random_seed3,reverse_order,0.08616262482168331,0.000927246790299572,0.772681883024251,0.7717546362339515,0.0040625,0.9971469329529244,0.9971469329529244,3
Meropenem,0.6109515513913084,0.029411764705882353,random_seed3,reverse_order,0.08616262482168331,0.000927246790299572,0.772681883024251,0.7717546362339515,0.0040625,0.9971469329529244,0.9971469329529244,3
Ceftazidime,0.549291730474732,0.0,random_seed3,reverse_order,0.08616262482168331,0.000927246790299572,0.772681883024251,0.7717546362339515,0.0040625,0.9971469329529244,0.9971469329529244,3
Cefepime,0.6295137217140105,0.0,random_seed3,reverse_order,0.08616262482168331,0.000927246790299572,0.772681883024251,0.7717546362339515,0.0040625,0.9971469329529244,0.9971469329529244,3
Piperacillin-Tazobactam,0.5820421052631579,0.0,random_seed3,reverse_order,0.08616262482168331,0.000927246790299572,0.772681883024251,0.7717546362339515,0.0040625,0.9971469329529244,0.9971469329529244,3
Piperacillin-Tazobactam,0.6087189805499664,0.02666666666666667,random_seed4,option_a,0.09186875891583453,0.003613884926295768,0.7725154541131716,0.7717546362339515,0.015734989648033125,0.9914407988587732,0.9871611982881597,4
Cefepime,0.6474552637694632,0.0,random_seed4,option_a,0.09186875891583453,0.003613884926295768,0.7725154541131716,0.7717546362339515,0.015734989648033125,0.9914407988587732,0.9871611982881597,4
Ceftazidime,0.4603583490755052,0.0,random_seed4,option_a,0.09186875891583453,0.003613884926295768,0.7725154541131716,0.7717546362339515,0.015734989648033125,0.9914407988587732,0.9871611982881597,4
Meropenem,0.5816391215757302,0.0,random_seed4,option_a,0.09186875891583453,0.003613884926295768,0.7725154541131716,0.7717546362339515,0.015734989648033125,0.9914407988587732,0.9871611982881597,4
Ciprofloxacin,0.7080360276055679,0.06896551724137931,random_seed4,option_a,0.09186875891583453,0.003613884926295768,0.7725154541131716,0.7717546362339515,0.015734989648033125,0.9914407988587732,0.9871611982881597,4
Ciprofloxacin,0.7047023043630833,0.0,random_seed4,reverse_order,0.0912981455064194,0.0,0.7674750356633381,0.7674750356633381,0.0,0.9957203994293866,0.992867332382311,4
Meropenem,0.5952909214398914,0.0,random_seed4,reverse_order,0.0912981455064194,0.0,0.7674750356633381,0.7674750356633381,0.0,0.9957203994293866,0.992867332382311,4
Ceftazidime,0.5221249069780753,0.0,random_seed4,reverse_order,0.0912981455064194,0.0,0.7674750356633381,0.7674750356633381,0.0,0.9957203994293866,0.992867332382311,4
Cefepime,0.6319621969168796,0.0,random_seed4,reverse_order,0.0912981455064194,0.0,0.7674750356633381,0.7674750356633381,0.0,0.9957203994293866,0.992867332382311,4
Piperacillin-Tazobactam,0.5784261122289291,0.0,random_seed4,reverse_order,0.0912981455064194,0.0,0.7674750356633381,0.7674750356633381,0.0,0.9957203994293866,0.992867332382311,4
Piperacillin-Tazobactam,0.6577495974235105,0.024096385542168676,random_seed5,option_a,0.09186875891583453,0.003994293865905848,0.7600570613409414,0.7589158345221113,0.016568047337278107,0.992867332382311,0.9900142653352354,5
Cefepime,0.6534975598419708,0.047619047619047616,random_seed5,option_a,0.09186875891583453,0.003994293865905848,0.7600570613409414,0.7589158345221113,0.016568047337278107,0.992867332382311,0.9900142653352354,5
Ceftazidime,0.5142549923195084,0.0,random_seed5,option_a,0.09186875891583453,0.003994293865905848,0.7600570613409414,0.7589158345221113,0.016568047337278107,0.992867332382311,0.9900142653352354,5
Meropenem,0.5910154100165107,0.02857142857142857,random_seed5,option_a,0.09186875891583453,0.003994293865905848,0.7600570613409414,0.7589158345221113,0.016568047337278107,0.992867332382311,0.9900142653352354,5
Ciprofloxacin,0.6978036669213139,0.06818181818181818,random_seed5,option_a,0.09186875891583453,0.003994293865905848,0.7600570613409414,0.7589158345221113,0.016568047337278107,0.992867332382311,0.9900142653352354,5
Ciprofloxacin,0.6844919786096255,0.0,random_seed5,reverse_order,0.09215406562054208,0.0,0.7589158345221113,0.7589158345221113,0.0,1.0,0.992867332382311,5
Meropenem,0.5903733259952302,0.0,random_seed5,reverse_order,0.09215406562054208,0.0,0.7589158345221113,0.7589158345221113,0.0,1.0,0.992867332382311,5
Ceftazidime,0.5372350230414746,0.0,random_seed5,reverse_order,0.09215406562054208,0.0,0.7589158345221113,0.7589158345221113,0.0,1.0,0.992867332382311,5
Cefepime,0.6228987528081184,0.0,random_seed5,reverse_order,0.09215406562054208,0.0,0.7589158345221113,0.7589158345221113,0.0,1.0,0.992867332382311,5
Piperacillin-Tazobactam,0.5322665056360708,0.0,random_seed5,reverse_order,0.09215406562054208,0.0,0.7589158345221113,0.7589158345221113,0.0,1.0,0.992867332382311,5
Piperacillin-Tazobactam,0.6009199134199134,0.0,random_seed6,option_a,0.09586305278174037,0.0014265335235378032,0.760342368045649,0.760342368045649,0.005917159763313609,0.9985734664764622,0.9942938659058488,6
Cefepime,0.6189180219050779,0.0,random_seed6,option_a,0.09586305278174037,0.0014265335235378032,0.760342368045649,0.760342368045649,0.005917159763313609,0.9985734664764622,0.9942938659058488,6
Ceftazidime,0.528483606557377,0.0,random_seed6,option_a,0.09586305278174037,0.0014265335235378032,0.760342368045649,0.760342368045649,0.005917159763313609,0.9985734664764622,0.9942938659058488,6
Meropenem,0.5850905218317358,0.0,random_seed6,option_a,0.09586305278174037,0.0014265335235378032,0.760342368045649,0.760342368045649,0.005917159763313609,0.9985734664764622,0.9942938659058488,6
Ciprofloxacin,0.7042844795653785,0.02531645569620253,random_seed6,option_a,0.09586305278174037,0.0014265335235378032,0.760342368045649,0.760342368045649,0.005917159763313609,0.9985734664764622,0.9942938659058488,6
Ciprofloxacin,0.6891797341235543,0.02531645569620253,random_seed6,reverse_order,0.09586305278174037,0.0014265335235378032,0.760342368045649,0.760342368045649,0.005917159763313609,0.9985734664764622,0.9971469329529244,6
Meropenem,0.6491373801916933,0.0,random_seed6,reverse_order,0.09586305278174037,0.0014265335235378032,0.760342368045649,0.760342368045649,0.005917159763313609,0.9985734664764622,0.9971469329529244,6
Ceftazidime,0.6092213114754098,0.0,random_seed6,reverse_order,0.09586305278174037,0.0014265335235378032,0.760342368045649,0.760342368045649,0.005917159763313609,0.9985734664764622,0.9971469329529244,6
Cefepime,0.64709591769001,0.0,random_seed6,reverse_order,0.09586305278174037,0.0014265335235378032,0.760342368045649,0.760342368045649,0.005917159763313609,0.9985734664764622,0.9971469329529244,6
Piperacillin-Tazobactam,0.5574009324009324,0.0,random_seed6,reverse_order,0.09586305278174037,0.0014265335235378032,0.760342368045649,0.760342368045649,0.005917159763313609,0.9985734664764622,0.9971469329529244,6
Piperacillin-Tazobactam,0.6290040294680288,0.025,random_seed7,option_a,0.09386590584878744,0.0014265335235378032,0.7574893009985735,0.7574893009985735,0.005847953216374269,0.9985734664764622,0.9957203994293866,7
Cefepime,0.6096538767251969,0.046511627906976744,random_seed7,option_a,0.09386590584878744,0.0014265335235378032,0.7574893009985735,0.7574893009985735,0.005847953216374269,0.9985734664764622,0.9957203994293866,7
Ceftazidime,0.4988353133007221,0.0,random_seed7,option_a,0.09386590584878744,0.0014265335235378032,0.7574893009985735,0.7574893009985735,0.005847953216374269,0.9985734664764622,0.9957203994293866,7
Meropenem,0.6112622285850632,0.029850746268656716,random_seed7,option_a,0.09386590584878744,0.0014265335235378032,0.7574893009985735,0.7574893009985735,0.005847953216374269,0.9985734664764622,0.9957203994293866,7
Ciprofloxacin,0.6659592529711376,0.02127659574468085,random_seed7,option_a,0.09386590584878744,0.0014265335235378032,0.7574893009985735,0.7574893009985735,0.005847953216374269,0.9985734664764622,0.9957203994293866,7
Ciprofloxacin,0.6102327391058291,0.0,random_seed7,reverse_order,0.09529243937232525,0.0,0.7546362339514978,0.7546362339514978,0.0,0.9985734664764622,0.9971469329529244,7
Meropenem,0.6378668575518969,0.0,random_seed7,reverse_order,0.09529243937232525,0.0,0.7546362339514978,0.7546362339514978,0.0,0.9985734664764622,0.9971469329529244,7
Ceftazidime,0.5469077568134173,0.0,random_seed7,reverse_order,0.09529243937232525,0.0,0.7546362339514978,0.7546362339514978,0.0,0.9985734664764622,0.9971469329529244,7
Cefepime,0.6569838861189391,0.0,random_seed7,reverse_order,0.09529243937232525,0.0,0.7546362339514978,0.7546362339514978,0.0,0.9985734664764622,0.9971469329529244,7
Piperacillin-Tazobactam,0.5946314461313037,0.0,random_seed7,reverse_order,0.09529243937232525,0.0,0.7546362339514978,0.7546362339514978,0.0,0.9985734664764622,0.9971469329529244,7
Piperacillin-Tazobactam,0.5608843139548485,0.0,random_seed8,option_a,0.09614835948644793,0.0002853067047075606,0.7734664764621969,0.7731811697574893,0.001257861635220126,0.9985734664764622,0.9957203994293866,8
Cefepime,0.6264852306671091,0.0,random_seed8,option_a,0.09614835948644793,0.0002853067047075606,0.7734664764621969,0.7731811697574893,0.001257861635220126,0.9985734664764622,0.9957203994293866,8
Ceftazidime,0.507534019249917,0.0,random_seed8,option_a,0.09614835948644793,0.0002853067047075606,0.7734664764621969,0.7731811697574893,0.001257861635220126,0.9985734664764622,0.9957203994293866,8
Meropenem,0.5974609545414885,0.0,random_seed8,option_a,0.09614835948644793,0.0002853067047075606,0.7734664764621969,0.7731811697574893,0.001257861635220126,0.9985734664764622,0.9957203994293866,8
Ciprofloxacin,0.6637360559652108,0.022988505747126436,random_seed8,option_a,0.09614835948644793,0.0002853067047075606,0.7734664764621969,0.7731811697574893,0.001257861635220126,0.9985734664764622,0.9957203994293866,8
Ciprofloxacin,0.7426356589147286,0.045454545454545456,random_seed8,reverse_order,0.09415121255349501,0.0013552068473609128,0.7745363766048503,0.7731811697574893,0.005974842767295597,0.9971469329529244,0.9971469329529244,8
Meropenem,0.5820827152953495,0.02702702702702703,random_seed8,reverse_order,0.09415121255349501,0.0013552068473609128,0.7745363766048503,0.7731811697574893,0.005974842767295597,0.9971469329529244,0.9971469329529244,8
Ceftazidime,0.5539661466976435,0.0,random_seed8,reverse_order,0.09415121255349501,0.0013552068473609128,0.7745363766048503,0.7731811697574893,0.005974842767295597,0.9971469329529244,0.9971469329529244,8
Cefepime,0.6151344175240624,0.0,random_seed8,reverse_order,0.09415121255349501,0.0013552068473609128,0.7745363766048503,0.7731811697574893,0.005974842767295597,0.9971469329529244,0.9971469329529244,8
Piperacillin-Tazobactam,0.6198580730689749,0.023809523809523808,random_seed8,reverse_order,0.09415121255349501,0.0013552068473609128,0.7745363766048503,0.7731811697574893,0.005974842767295597,0.9971469329529244,0.9971469329529244,8
Piperacillin-Tazobactam,0.6471733787105313,0.0,random_seed9,option_a,0.09700427960057062,0.0007132667617689016,0.7710413694721826,0.7703281027104137,0.0031446540880503146,0.9957203994293866,0.9900142653352354,9
Cefepime,0.5688713763017169,0.0,random_seed9,option_a,0.09700427960057062,0.0007132667617689016,0.7710413694721826,0.7703281027104137,0.0031446540880503146,0.9957203994293866,0.9900142653352354,9
Ceftazidime,0.5145957907622769,0.0,random_seed9,option_a,0.09700427960057062,0.0007132667617689016,0.7710413694721826,0.7703281027104137,0.0031446540880503146,0.9957203994293866,0.9900142653352354,9
Meropenem,0.5959698387935517,0.0,random_seed9,option_a,0.09700427960057062,0.0007132667617689016,0.7710413694721826,0.7703281027104137,0.0031446540880503146,0.9957203994293866,0.9900142653352354,9
Ciprofloxacin,0.6150681868991729,0.02702702702702703,random_seed9,option_a,0.09700427960057062,0.0007132667617689016,0.7710413694721826,0.7703281027104137,0.0031446540880503146,0.9957203994293866,0.9900142653352354,9
Ciprofloxacin,0.6479991057455846,0.08,random_seed9,reverse_order,0.09614835948644793,0.0042796005706134095,0.7774607703281027,0.7774607703281027,0.018867924528301886,0.9942938659058488,1.0,9
Meropenem,0.5786271450858034,0.0,random_seed9,reverse_order,0.09614835948644793,0.0042796005706134095,0.7774607703281027,0.7774607703281027,0.018867924528301886,0.9942938659058488,1.0,9
Ceftazidime,0.5681529262206318,0.0,random_seed9,reverse_order,0.09614835948644793,0.0042796005706134095,0.7774607703281027,0.7774607703281027,0.018867924528301886,0.9942938659058488,1.0,9
Cefepime,0.5639741063889671,0.0,random_seed9,reverse_order,0.09614835948644793,0.0042796005706134095,0.7774607703281027,0.7774607703281027,0.018867924528301886,0.9942938659058488,1.0,9
Piperacillin-Tazobactam,0.6169975420684439,0.0,random_seed9,reverse_order,0.09614835948644793,0.0042796005706134095,0.7774607703281027,0.7774607703281027,0.018867924528301886,0.9942938659058488,1.0,9
