Ceftriaxone,Tobramycin,Piperacillin-Tazobactam,Ciprofloxacin,Cotrimoxazole
0.0023601435,0.002242455,0.0510624,0.3979165,0.13818653
0.011355347,0.0006774528,0.0005125893,0.0017169758,0.007639379
0.008543212,0.00016275316,0.0014144193,0.0030705757,0.25473645
0.005779778,0.034464624,0.0013645737,0.036752388,0.31158605
0.07688487,0.0054237605,0.007316272,0.15884364,0.27637562
0.99533147,0.15254125,0.2618803,0.013420715,0.11193137
0.005090512,0.00056979246,0.0016011823,0.01328124,0.01095272
0.004026232,0.0013492338,0.006970314,0.032956224,0.0020997638
0.024563346,0.0036823153,0.0005694532,0.004217941,0.007017897
0.0043648803,0.0061882786,0.00662976,0.0061027603,0.02679065
0.9398575,0.23913671,0.3477841,0.17950904,0.04175647
0.008172072,0.0029025339,0.08149664,0.0095652435,0.0055666957
0.015819855,0.00016175729,0.0002847614,0.02116904,0.04235161
0.0033661036,0.0039015107,0.0007023437,0.15463671,0.0025888816
0.00018170044,0.0008788971,0.0011523481,0.0016490434,0.0004768026
0.013170655,0.0007159028,0.0064227567,0.01401323,0.090736195
0.003915657,0.004631204,0.0012901366,0.003227851,0.008538944
0.008579529,0.0006387962,0.0016079955,0.0021742315,0.05693682
0.0002980039,0.0003170599,0.0020715126,0.00064589083,0.0025950058
0.00046957345,0.00079559645,0.000939823,0.0023688087,0.008294445
0.0029115607,0.0016988484,0.0044146506,0.031267878,0.010066405
0.000887489,0.00026014054,0.0006553802,0.002263815,0.0030976934
0.0009565017,0.003319063,0.0015242471,0.005920269,0.005825146
0.03446356,0.005915865,0.00071027124,0.0030584345,0.009250171
0.0071583134,0.00958634,0.018698659,0.06984474,0.0072137956
0.00045139025,0.0002911021,0.0011722266,0.06548442,0.0039525717
0.0006168725,0.011027099,0.02339811,0.010291167,0.0049440525
0.023709392,0.007016724,0.0015137619,0.0031662665,0.023046372
0.0004490025,0.00023954773,0.0010170246,0.003342162,0.0017686285
0.0025771826,0.00039297796,0.0021652633,0.0056033502,0.0016360765
0.0051543782,0.005648844,0.008416611,0.39305332,0.08726981
0.0003771301,0.0031466882,0.00087664794,0.00924216,0.013141483
0.00074507337,0.0003146029,0.0018073648,0.00018586547,0.013874324
0.008179705,0.009166998,0.00716458,0.1331331,0.04120259
0.0033269608,0.004989814,0.047666732,0.0021596907,0.0036029902
0.0024306192,0.00024887943,0.0022310545,0.008732463,0.0021963594
0.0003074595,0.0004781833,0.00093954004,0.017817995,0.0034225818
0.00039919943,0.00055265165,0.0046580494,0.0047281045,0.06064138
0.00024551526,0.00047116855,0.0132143,0.023851227,0.06908422
0.113809824,0.0031424402,0.07164795,0.023676146,0.002815526
0.86898893,0.032952245,0.046738748,0.60450876,0.42755097
0.005923809,0.010492303,0.010684681,0.0030942087,0.018991966
0.00036940802,0.0015892009,0.00052253477,0.0032893207,0.0047292486
0.0004546495,0.0016288698,0.018390225,0.015096914,0.009964195
0.0047100866,0.0028196136,0.0005495512,0.010245358,0.00636364
0.0024759173,0.0005180913,0.002639326,0.0032613224,0.0035027561
0.0020005172,0.008886155,0.0047733737,0.023258975,0.0013991072
0.00036620916,0.00064149004,0.003998443,0.006497371,0.0006423879
0.018700484,0.0007995276,0.0047082095,0.30041417,0.15451738
0.00046545037,0.0023871786,0.0039900015,0.001117575,0.03966889
0.0023635344,0.0029266858,0.03755799,0.004336988,0.0037300703
0.0036169738,0.06343057,0.015237736,0.0007768895,0.04697223
0.020851456,0.012419421,0.0048570186,0.0515958,0.015169105
0.036466956,0.058756895,0.092512645,0.02826437,0.40486827
0.009733558,0.00079725665,0.0010955522,0.07651663,0.036838695
0.0010134011,0.00034154535,0.0005161077,0.003233359,0.0020626544
0.0014619561,0.0018409202,0.0028584239,0.06793307,0.0036699537
0.0013906771,0.0033094045,0.02219695,0.007004107,0.0049593593
0.00018480959,0.00064834295,0.009430778,0.007938456,0.011985439
0.0069321617,0.0024333436,0.0057381904,0.003993088,0.00080158695
0.00016919443,0.0041425615,0.002794346,0.005661607,0.00033155447
0.00036819157,0.0016183093,0.0014393087,0.005977442,0.14083959
8.773134e-05,0.0008958341,0.00081659533,0.0009499445,0.0010533154
0.00079225074,0.0028961296,0.0023248177,0.004861808,0.05822227
0.00051715266,0.007380284,0.0035071345,0.0064640045,0.0011402316
0.0014143707,0.0002755898,0.002587648,0.0025811938,0.007706116
0.01802966,0.004324152,0.016534347,0.0027716416,0.100232854
0.002362491,0.006549834,0.00077150494,0.016859325,0.0076046926
0.0010903344,0.0007831014,0.0017984983,0.001320667,0.002879602
0.005099705,0.00093904336,0.0066062207,0.009324916,0.075842835
0.00032407913,0.0002955057,0.0006147616,0.009926328,0.0026685707
0.0020023745,0.000231796,0.00093878305,0.0007922654,0.003041095
0.0010768551,7.7240256e-05,0.0065654432,0.0011005165,0.0068560005
0.0006782926,0.0002921116,0.0005230832,0.0038343754,0.0062003196
0.0018704988,0.0066731903,0.003813735,0.00739727,0.004727404
0.0001909697,0.0018748295,0.0005464254,0.02473912,0.0062500727
0.00020222814,0.0014371948,0.0027776093,0.0018792375,0.020404397
0.103729784,0.0015063351,0.017246317,0.0014684848,0.0074005267
0.0012398219,0.004570054,0.00071234955,0.004183674,0.017541783
0.0009587096,0.005359296,0.0007282763,0.04824196,0.06732691
0.002634905,0.0012190801,0.015671575,0.0016696269,0.034414835
0.0343676,0.000796308,0.015172845,0.0059405537,0.02086078
0.0018038129,0.020728242,0.0026051074,0.00875762,0.0852639
0.0016362454,0.015898265,0.004029243,0.20467305,0.013573292
0.0071422686,0.0008183838,0.0057306946,0.01591683,0.056747735
0.25753608,0.002379973,0.02848093,0.0097898785,0.033342954
0.055599216,0.14791456,0.20397621,0.24135262,0.05881548
0.021449577,0.02518995,0.22855768,0.04444295,0.0587331
0.003012856,0.010431074,0.015770707,0.022919219,0.068094596
0.00020974125,0.00033588367,0.0015034304,0.0033265373,0.0029718534
0.00011856255,0.00042226125,0.004372102,0.011331535,0.0029258067
0.010088806,0.00042834503,0.002051795,0.020272337,0.42906132
0.01243247,0.0015372495,0.0041029034,0.006138924,0.85719585
0.011422021,0.00328888,0.017974677,0.0044112653,0.036312655
0.019090317,0.00053867855,0.0021800138,0.022976745,0.8864176
0.0010599444,0.008259036,0.012032549,0.015038645,0.016564414
0.0035587242,0.010701913,0.0026968827,0.010018541,0.33315063
0.08254975,0.001413583,0.005389782,0.034089558,0.3488341
0.03890189,0.007070039,0.0029354834,0.3399044,0.22565275
0.0011711156,0.00796733,0.00033081818,0.0028727711,0.006757857
0.0018575531,0.004475785,0.0020526308,0.021492282,0.0010269817
0.00022289126,0.00017949597,0.001421043,0.011272763,0.0029498711
0.9950858,0.37004662,0.47575775,0.7473807,0.56735754
0.32078752,0.07021696,0.14834386,0.10188915,0.6827067
0.0009461129,0.003685007,0.0020783432,0.019175127,0.0026762215
7.802921e-05,0.0005361489,0.0023245986,0.017463818,0.0019897646
0.0013557071,0.00011491321,0.0014188023,0.0018284468,0.0017031108
0.0021527512,0.00029502407,0.0033041195,0.121062994,0.004081548
0.0073986636,0.0004188831,0.0005376711,0.009732225,0.0063698087
0.98429954,0.947983,0.70934296,0.9570912,0.9476881
0.0010548935,9.093064e-05,0.0006328132,0.0061716232,0.0045596617
0.0025044624,0.0031717105,0.0001768559,0.024930393,0.0006613192
0.00029706047,0.00022080037,0.00068862445,0.00038769562,0.0048762346
0.026892949,0.00022323836,0.0016666561,0.10710119,0.0024741574
0.002948664,0.0042022974,0.018964272,0.014062199,0.6886751
0.00036289683,0.00022327752,0.00039342046,0.00077514537,0.0010914053
0.0018881515,0.00029947498,0.009909281,0.009560257,0.14112276
0.0002052743,0.0018490376,0.0003234075,0.0064569646,0.0035861284
0.016434774,0.0010064519,0.011144959,0.004843325,0.008106703
0.0075491876,0.0014460945,0.06627933,0.0031467886,0.0028148217
0.00038217075,0.00036753522,0.008406988,0.052192077,0.004747484
0.0018349366,0.003166193,0.013499693,0.012417504,0.015364628
0.011921131,0.0041936683,0.13589023,0.006592151,0.05401606
0.00056238554,0.002854826,0.0100269765,0.009508096,0.017781897
0.015164874,0.010282141,0.14829184,0.04983975,0.032299448
0.0035368726,0.0061330763,0.092099264,0.0046217395,0.003410386
0.0040591233,0.0047779926,0.03537997,0.0016890197,0.000870983
0.0043021627,0.00013903806,0.0021052572,0.0012038449,0.0038532123
0.0820069,0.0050220434,0.007398552,0.009982906,0.003955719
0.09723427,0.0012097775,0.00097389217,0.037127912,0.007790939
0.012077602,0.0001803749,0.007895573,0.0074129156,0.017050503
0.0030578955,0.0012701959,0.0025748694,0.1057219,0.009281706
0.024662906,0.00021238557,0.004321008,0.024721164,0.29968572
0.00037030768,0.0010717782,0.0011471885,0.0022207175,0.046846513
0.0049285823,0.00041136725,0.025643118,0.0007905117,0.8236995
0.032058954,0.07343229,0.007192113,0.0029708701,0.24147685
0.026882133,0.0034268785,0.004595207,0.0086264815,0.023632955
0.0010360843,0.0003058938,0.0015851628,0.0048285415,0.016261136
0.0003551106,0.00024329386,0.00022249228,0.00052850763,0.0022961798
0.009096046,0.006260969,0.009444914,0.07311507,0.032475084
0.015944907,0.0018952561,0.0007071842,0.00175549,0.035282
0.0023086853,0.0022121652,0.04034864,0.038654212,0.0044757123
0.00010228825,0.00052892964,0.00088454474,0.0005916883,0.00074280653
0.020505654,0.0077069877,0.0012314721,0.0036958966,0.0006865865
0.010979929,0.001535543,0.011664495,0.0053200116,0.23436606
0.00014083796,0.00040507808,0.0052802972,0.013192742,0.048764307
0.0027300047,0.00013818806,0.0010626059,0.0023388825,0.0039722132
0.014920046,0.0023671146,0.0014187612,0.008220692,0.004054261
0.0043501714,0.002568938,0.0015500926,0.042566683,0.014421526
0.09447138,0.0037501405,0.108185045,0.004573159,0.072309166
0.029675858,0.003942861,0.078416854,0.06218103,0.072566524
0.0013110852,0.0007537952,0.0046508745,0.08472309,0.00919012
0.029978877,0.0067704367,0.056698725,0.17804928,0.34546405
0.00059822475,0.0032763085,0.0045192516,0.0013665394,0.002929168
0.019154217,0.19529437,0.066670105,0.87184626,0.06155768
0.0011074751,6.8169844e-05,0.0006845565,0.0032296802,0.0030027393
0.046063278,0.0014240002,0.002138136,0.0067655197,0.008898136
0.021536866,0.0005944627,0.0028397618,0.042439103,0.05562546
0.001762947,0.020561775,0.036783688,0.027556287,0.11221871
0.0034067412,0.072102584,0.01588969,0.013132638,0.060249
0.0019660476,0.0006584602,0.0010861647,0.044346906,0.0025912344
0.0006536866,0.001665855,0.007840232,0.12830177,0.053104855
0.0004403384,0.00042972574,0.00078395556,0.09133045,0.017311165
8.239629e-05,0.0005645623,0.002522746,0.0012080612,0.03556999
0.010274875,0.0026692625,0.003396362,0.012745475,0.045564167
0.0007455926,0.0020402176,0.0005313015,0.04267886,0.0023029011
0.0114901215,0.001673729,0.036104463,0.008222508,0.008126115
0.0018879395,0.0026920792,0.0008362018,0.0016857225,0.035635754
0.0014644084,0.0082681915,0.0014182964,0.0132811405,0.0059708473
0.0016552757,0.019477565,0.012646235,0.15947723,0.010779441
0.0009070159,0.0005904315,0.0015316979,0.0015201096,0.014702888
0.13454968,0.0018256911,0.014482562,0.0034159315,0.07620895
0.047895014,0.015382499,0.15588538,0.27108896,0.02867183
0.0023597684,0.001120845,0.0026245746,0.027218914,0.0006094766
0.0004447516,0.0023163203,0.01863309,0.004239823,0.0028130463
0.0005495952,0.00064312667,0.0022947153,0.026567323,0.0022320705
0.00316157,0.006092695,0.010446112,0.062077668,0.0060714707
0.0019826528,0.003723896,0.0015351833,0.003062105,0.0064193527
0.015896207,0.109248266,0.07036102,0.26921394,0.19493265
0.030374952,0.008948394,0.12918742,0.19823185,0.01837057
0.017475663,0.010129589,0.0091284625,0.14968176,0.08134965
0.09249099,0.012084795,0.036141597,0.02411403,0.32205096
0.0068881144,0.000691246,0.007023322,0.0072725895,0.06277869
0.017094009,0.0029192164,0.0008679884,0.009983815,0.009548525
0.0028917457,0.00268853,0.12602334,0.0077064913,0.21630529
0.001283165,0.0008655586,0.003187581,0.018313356,0.00465946
0.001359305,0.0014543751,0.0010084454,0.007289519,0.0030481364
0.0005853229,0.0022416082,0.0035105925,0.0063455896,0.0065168967
0.0015056066,0.0023668422,0.009443847,0.010685251,0.0013807123
0.0017544959,0.00021822915,0.00041221787,0.017754035,0.03743233
0.0014150174,0.0002550028,0.0010107437,0.026827905,0.0011426912
0.0004398389,0.0007112697,0.003689395,0.5521189,0.004348086
0.0019568847,0.0010293969,0.00074350054,0.13608415,0.21368438
0.018123224,0.039242208,0.0024911263,0.017880213,0.034125958
0.008514853,0.032785136,0.07673424,0.7571536,0.2799771
0.00031591754,0.0002564014,0.000231627,0.00092149945,0.00051298103
0.22145922,0.02808285,0.0384651,0.24773408,0.1838002
0.00056112965,0.0021250602,0.0091065215,0.01099896,0.0262328
2.3426546e-05,0.00028838724,0.00040261648,0.0015842499,0.003836132
0.0009783584,0.0037902223,0.0065186163,0.020912994,0.13822986
0.0038522114,0.019545699,0.0031812554,0.004029074,0.8784742
0.0011689378,0.00045299463,0.0003289466,0.04151178,0.028614374
0.008531987,0.0018153916,0.014515191,0.038487185,0.024722682
0.059464335,0.027261753,0.003927794,0.016494818,0.01164274
0.00014283416,0.00043363625,0.0014448294,0.00021412443,0.07707481
0.0007061374,0.04654287,0.0103165535,0.15345944,0.0049209623
0.00019735016,0.001563624,0.0014082909,0.00088215614,0.002647612
0.0039886204,0.005160485,0.014566787,0.0044038077,0.003900293
0.09825897,0.00046378025,0.0006711656,0.012869126,0.0018772412
0.0100772595,0.0049576657,0.022559794,0.13525118,0.019386968
0.0012072036,0.00024292764,0.0060856333,0.0063243536,0.0032613287
0.008947611,0.0009522875,0.002232709,0.00081058004,0.0015855787
0.007935084,0.00031419436,0.019056939,0.009935439,0.018151283
0.0027291453,0.00013999456,0.0004043113,0.0015050304,0.009761828
0.003278765,0.0006458767,0.009106978,0.022148535,0.012595377
0.0013901255,0.0007408158,0.00075739366,0.0031605435,0.0019837155
0.014711346,0.0015710726,0.0048219333,0.5292248,0.18889765
0.0010553589,0.051098038,0.0015432775,0.009834549,0.18983513
0.00062170887,0.02051277,0.0017837697,0.0048262626,0.018389555
0.0044969325,0.0033242062,0.02474501,0.038290188,0.9297369
0.0015605898,0.0027779683,0.003395573,0.037876636,0.0027576606
0.19535597,0.004325374,0.00065698836,0.012916108,0.05258444
0.012455347,0.006844014,0.0044649555,0.013620822,0.14492235
0.0006075748,0.0002361948,0.001996253,0.003268066,0.00082578097
0.019209448,0.013718571,0.0013226344,0.0011902393,0.01859462
0.008097869,0.0021357283,0.001603096,0.01332343,0.015452943
0.011968195,0.004793738,0.029864421,0.020527778,0.1020176
0.7999251,0.06982639,0.089822315,0.42346415,0.20634569
0.14915125,0.08919503,0.0517917,0.0115552675,0.09394201
0.06942804,0.039698474,0.1479048,0.15078609,0.17493054
0.14892487,0.0068671657,0.044940595,0.08554232,0.10556311
0.74600685,0.007910775,0.09598862,0.25396904,0.055216797
0.0054210396,0.019736303,0.14284296,0.1512034,0.052760616
0.00095061446,0.0063335355,0.0019205303,0.01338883,0.014033259
0.0011918033,0.007451892,0.0015433355,0.0024326434,0.032423023
0.561725,0.0142750675,0.019200966,0.30901843,0.09542591
0.0029240781,0.012594273,0.0028186736,0.012441648,0.0103825405
0.0009032872,0.0077872127,0.0044561937,0.11422922,0.010661495
0.03363489,0.005795788,0.007714715,0.051058646,0.09527313
0.00283864,0.0036449027,0.0044553154,0.26309156,0.016924147
0.0021462762,0.0019006369,0.0054891133,0.032905746,0.013302667
0.0065588937,0.00085293275,0.0009674836,0.004502888,0.019522758
0.0020827488,6.738855e-05,0.0010076785,0.007466942,0.0012844867
0.098206274,0.1276406,0.008005099,0.08811061,0.017761713
0.00064925133,0.042836856,0.0032748498,0.13095228,0.05677137
0.049612254,0.029791556,0.06643272,0.01636504,0.05092528
0.9508652,0.07347557,0.058818646,0.8284395,0.17505358
0.0063542905,0.0064566103,0.042315237,0.02499805,0.0865974
0.0040579382,0.009750519,0.02309821,0.0014336598,0.22558802
0.0032963709,0.013935856,0.01663524,0.002551535,0.029471127
0.0012476465,0.0050618374,0.013631142,0.018888535,0.27769354
0.0008386784,0.002828359,0.002357105,0.0024443716,0.15851784
0.9870568,0.14375299,0.0668809,0.59399194,0.09587571
0.9384951,0.102654785,0.07054717,0.96658796,0.27142674
0.001124871,0.0011162828,0.008572333,0.03879867,0.027234972
0.00072039437,0.0019374036,0.0033589974,0.02287557,0.027354889
0.0013631678,0.0012344434,0.0015551131,0.010143704,0.023255514
0.00044588099,0.0005834386,0.0004021943,0.0018106428,0.004190923
0.0009234921,0.0017973653,0.003512862,0.032168195,0.0020678658
0.004908456,0.0010237601,0.0009992184,0.0057152696,0.0020660511
0.0018263889,0.33782402,0.021291548,0.14555849,0.30998376
0.0035514103,0.0036229556,0.04530414,0.012977855,0.41664612
0.004337515,0.00045763777,0.00018386537,0.0008276677,0.0047672456
0.0047306134,0.35385135,0.0041507133,0.0026695735,0.00411895
0.0041833185,0.0029409819,0.021146763,0.034140874,0.05372477
0.0005799814,0.0016171165,0.0010988887,0.004834927,0.002928104
0.00095165893,0.0008702239,0.00028545753,0.002064628,0.0033422445
0.034243718,0.016005076,0.0025112617,0.016494663,0.054144174
0.029858328,0.16884194,0.0042708595,0.031790897,0.082669586
0.0038092865,0.002344166,0.00040288677,0.010830968,0.010332243
0.014455989,0.0094164405,0.0021048656,0.0254668,0.03425755
0.0004382521,0.0027451238,0.0013186603,0.0011652436,0.009168024
0.0024472938,0.0008898815,0.00045414554,0.012625645,0.007733774
0.31707442,0.012402461,0.046612594,0.23556301,0.094361566
0.0024761742,0.03650853,0.086874194,0.030854344,0.03747732
0.008423797,0.043715574,0.030854445,0.038692098,0.025461575
0.028759189,0.013571179,0.00040109278,0.17361213,0.0014806081
0.5525054,0.0057802023,0.08808477,0.022807147,0.015979841
0.009335124,0.021266965,0.027075274,0.0066488367,0.23354436
0.0017114108,0.004055813,0.0022294652,0.0041652727,0.21918114
0.0007075449,0.0013417483,0.0004156338,0.0020812983,0.027156908
0.0031850396,0.037938807,0.01163608,0.0031340967,0.04826816
0.0036840301,0.005213145,0.013331224,0.055628985,0.43871665
0.003196027,0.014869396,0.002928838,0.009315133,0.06690864
0.0009496151,0.00015260557,0.010289851,0.02621411,0.013090317
0.009954114,0.0011301973,0.0008621969,0.04021241,0.023390831
0.037557237,0.002160332,0.0013658863,0.061548576,0.002143591
0.0012556183,0.043020982,0.001726838,0.0068324083,0.0016727136
0.002943813,0.009337951,0.012982418,0.0017818697,0.051396552
0.0014096488,0.010482758,0.0069971234,0.033181027,0.031035343
0.0023133317,0.0069972156,0.10352152,0.008668599,0.29038072
0.001199047,0.004449541,0.024502005,0.11704905,0.64070517
0.001041691,0.005314017,0.014944986,0.004683447,0.038139928
0.001352414,0.002552852,0.1314288,0.016820105,0.10388655
0.008845302,0.01627827,0.022318058,0.010461837,0.15276209
0.0032794725,0.0012809401,0.00267094,0.013248586,0.01798242
0.015772166,0.0015376946,0.0034287223,0.015946172,0.0936477
0.0036361753,0.003110395,0.004865055,0.011148544,0.026936041
0.0009142643,0.0061676037,0.00024931712,0.002359241,0.019462917
0.00037767735,0.002077562,0.0010349503,0.043860555,0.0055039623
0.0009032798,0.00082344335,0.0027705375,0.0032813405,0.010505321
0.00010623733,0.00023081944,0.00037093888,0.00016169343,0.004350021
0.0013878371,6.0453975e-05,0.0017147835,0.0003496132,0.0019195783
0.0018604652,0.0010606035,0.0021873887,0.06740005,0.001957585
0.0015393895,0.00091775105,0.005294991,0.0020711008,0.0075504133
0.004214121,0.0013450967,0.00021246089,0.011085927,0.0031571095
0.0034673242,0.010267323,0.0030577949,0.012161083,0.016329587
0.097978,0.030851813,0.02918404,0.024564352,0.039902408
0.009833259,0.0020139788,0.0015992724,0.07582608,0.041709222
0.009433121,0.0060430095,0.004278814,0.023924258,0.00953746
0.014458687,0.0075032837,0.001711102,0.10275186,0.021326454
0.0022163538,0.0023886145,0.013249584,0.031670112,0.005896019
0.0006439725,0.0029049474,0.00022522386,0.0417097,0.0007363608
0.011311189,0.0015625868,0.021934547,0.051678743,0.007918503
0.00158636,0.002094236,0.0072575402,0.005142845,0.014902927
0.0001659261,0.0006022987,0.006752431,0.00085444446,0.12487299
0.00082429353,0.0009773313,0.0030526156,0.06076797,0.008740161
0.12030699,0.008564827,0.014518445,0.031683233,0.18457696
0.0005231373,0.0020959757,0.00015161104,0.0034751082,0.003694522
0.005243978,0.006202359,0.0045645256,0.020794662,0.26381472
0.0016374665,0.0112908045,0.013922855,0.06309306,0.011690222
0.00067267584,0.013916421,0.000113772076,0.013697386,0.0031074702
0.0017872313,0.00097349787,0.009327009,0.0029850178,0.07286575
0.009068564,0.0006324283,0.0017868129,0.015056236,0.056929838
0.003920015,0.013245899,0.051645044,0.0030026839,0.1309371
0.0015180426,0.0016044269,0.0022891685,0.022941457,0.0010317896
0.0042561125,0.013346475,0.0075028115,0.06946795,0.025098205
0.0029402142,0.010688366,0.0019148245,0.024382439,0.016983503
0.004031706,0.00091854535,0.005144944,0.0040877727,0.0053266343
0.00548929,0.0012373485,0.0019041372,0.0071386173,0.00839506
0.17800917,0.013757509,0.7510687,0.00962258,0.009657165
0.005373534,0.0020161336,0.012834456,0.021227464,0.007768247
0.0046506976,0.00427289,0.0058341026,0.003387498,0.015279786
0.007517939,0.0027082982,0.009496651,0.029177448,0.020510811
0.00024070528,0.004987755,0.0014182748,0.0020826922,0.001777634
0.000121784935,0.0032636407,0.0003909244,0.0015922892,0.006380934
0.003271589,0.0075172842,0.0006808573,0.0022602226,0.018601054
0.1495825,0.034058828,0.13049272,0.2762378,0.032916144
0.0038388148,0.002353524,0.0048176954,0.014688305,0.0058330516
0.0021129376,0.005068982,0.0049787015,0.038164146,0.03608931
0.0016811489,0.016609285,0.033551764,0.018157713,0.12914675
0.0034664085,0.005305125,0.012876118,0.092649065,0.023595113
0.0012108035,0.011256266,0.009685206,0.003646148,0.0041464763
0.013031022,0.0012163579,0.0016092652,0.04050113,0.45571166
